Year,Country Name,Country Code,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)",Current health expenditure (% of GDP),Diabetes prevalence (% of population ages 20 to 79),"Government expenditure on education, total (% of GDP)",Income share held by highest 10%,Income share held by lowest 10%,Income share held by second 20%,"Life expectancy at birth, total (years)",Prevalence of undernourishment (% of population),"Unemployment, total (% of total labor force) (modeled ILO estimate)",population(in thousand),all_causes(in thousand),diabetes_mellitus(in thousand),%death by diabetes,alzheimer_and_other_dementia (in thousand),%death by alzheimer_and_other_dementia,cardiovascular_diseases (in thousand),%death by cardiovascular_diseases,asthma (in thousand),%death by asthma,kidney_diseases (in thousand),%death by kidney_diseases,Income_share_bottom 40%,Income_share_top 10%
2020,Burkina Faso,BFA,54.10482801,11.12996961,34.76520142,6.57714844,3,5.150865078,35.3,2.6,9.8,60.454,15.1,5.04,21478.704,155.7037583,2.912035242,1.870240817,0.70346573,0.451797528,22.26181985,14.29754817,0.911539449,0.585431886,3.887022582,2.49642181,10.54899979,45.12599945
2021,Burkina Faso,BFA,54.10482801,11.12996961,34.76520142,6.40747881,2.1,5.224015236,30.2,3,11.2,60.046,15.1,5.2,21995.244,162.5717927,2.915104301,1.793118137,0.705815918,0.434156446,21.98387616,13.52256489,0.920135201,0.565986993,3.939687572,2.42335248,11.15999985,43.77500153
2000,Burundi,BDI,62.77750205,17.29073248,19.93176564,4.22181606,2.7,2.645479918,28,4,11.9,47.617,,3.129,6470.199,114.9694455,1.183934779,1.029782108,0.212835633,0.185123649,8.212012123,7.142777882,0.568764978,0.494709682,0.946595189,0.823345007,10.09300041,43.77600098
2010,Burundi,BDI,60.53015843,9.741861358,29.7279797,11.28196716,2.7,6.678016663,28,4,11.9,57.088,,1.616,9376.454,85.06646111,1.313324183,1.543880121,0.369075944,0.433867753,8.122799556,9.548768633,0.555302034,0.652786101,1.063284722,1.249945875,12.47399998,41.85800171
2015,Burundi,BDI,54.48430231,11.92503456,33.59066288,6.29022646,2.7,7.102909565,31,2.8,11,60.107,,1.442,11047.598,81.20156918,1.459728101,1.797659966,0.402712138,0.495941325,8.9910339,11.07248787,0.591824251,0.728833516,1.204078132,1.482826187,11.32299995,42.9659996
2019,Burundi,BDI,51.1748058,12.06130383,36.76389058,9.05010796,2.7,5.346684456,31,2.8,11,62.18,,1.043,12255.348,78.70225976,1.651730441,2.09870777,0.468241725,0.594953343,10.04356616,12.76147114,0.59383293,0.754530978,1.348755146,1.713743863,11.48099995,42.45500183
2020,Burundi,BDI,51.1748058,12.06130383,36.76389058,10.71837234,2.7,5.321585178,29.9,2.9,11.2,62.569,,1.03,12617.047,79.04120953,1.758920977,2.225321434,0.503937889,0.637563484,10.65177386,13.47622832,0.610914828,0.77290673,1.420818788,1.797567112,11.52000046,42.32799911
2021,Burundi,BDI,51.1748058,12.06130383,36.76389058,8.99484253,6.5,4.871141911,29.9,2.9,11.2,62.101,,1.118,12965.495,83.30068461,1.953117896,2.344660077,0.538277957,0.646186714,11.79156688,14.15542614,0.678002638,0.813922048,1.585101217,1.902866975,11.56000042,42.20000076
2000,Cabo Verde,CPV,33.47236209,12.87194223,53.65569467,4.43401194,5.4,7.876820087,42.6,1.6,7.6,68.117,14.9,13.088,453.347,2.225914606,0.058017668,2.606464235,0.026311726,1.182063603,0.548460551,24.639784,0.019070761,0.856760674,0.045113824,2.026754474,6.596000195,52.4469986
2010,Cabo Verde,CPV,22.68170981,15.1479179,62.17037142,4.08108234,5.4,5.076580048,37.1,2,8.7,72.507,14.1,10.67,509.806,2.239303867,0.078687715,3.513936476,0.039821638,1.778304327,0.613639457,27.40313479,0.018530342,0.827504573,0.062926261,2.810081367,8.517000198,47.06700134
2015,Cabo Verde,CPV,18.14189567,16.1055877,65.75251738,4.40073681,5.4,4.806220055,32.3,2.2,9.7,74.096,16.8,11.907,512.418,2.405675977,0.099029155,4.116479337,0.045947263,1.909952272,0.747514878,31.072966,0.019244593,0.799966114,0.077641966,3.22744905,9.399999619,44.38199997
2019,Cabo Verde,CPV,15.8291786,14.05036729,70.12045523,4.47111464,5.4,4.165299892,32.3,2.2,9.7,75.449,14,12.128,514.118,2.880504999,0.134475649,4.668474752,0.053742152,1.865719811,1.016918737,35.30348802,0.022448112,0.779311694,0.107781049,3.741741436,9.399999619,44.38199997
2020,Cabo Verde,CPV,15.8291786,14.05036729,70.12045523,6.63319778,5.4,4.165299892,32.3,2.2,9.7,73.818,13.2,14.69,514.7,3.069198929,0.136117546,4.434953517,0.055387027,1.804608559,1.031464775,33.60697038,0.022077643,0.719329162,0.1100813,3.586645971,9.399999619,44.38199997
2021,Cabo Verde,CPV,15.8291786,14.05036729,70.12045523,7.316607,2.1,6.037500858,32.3,2.2,9.7,74.424,12.6,13.976,516.661,3.231792223,0.137303866,4.2485363,0.057210302,1.770234527,1.0220735,31.6255944,0.0221049,0.683982709,0.110017194,3.404216196,9.399999619,44.38199997
2000,Cambodia,KHM,52.75183956,8.128189117,39.11997048,6.48248434,2.9,1.666810036,,,,59.491,24.1,0.744,12462.346,108.8533788,1.449117702,1.331256519,0.493714029,0.453558755,16.25805353,14.93573623,0.897215431,0.824242151,1.25004798,1.148377748,14.67500019,37.44200134
2010,Cambodia,KHM,33.22929816,9.499940657,57.27076162,5.62713194,2.9,1.533789992,,,,67.311,10.7,0.771,14500.725,94.35710493,2.196909625,2.328292741,0.895149516,0.948682684,22.02519037,23.34237617,1.008985207,1.06932616,1.71805496,1.820800841,12.57999992,35.68799973
2015,Cambodia,KHM,27.07792405,9.091817695,63.83025773,4.62506533,2.9,1.703461528,,,,69.398,7.5,0.393,15623.266,100.2628156,2.86577398,2.858262021,1.246515848,1.243248396,27.13087087,27.05975361,1.12826299,1.125305511,2.138189816,2.132585049,12.58699989,33.98400116
2019,Cambodia,KHM,23.03431682,9.244724137,67.72095765,5.05801058,2.9,2.825654745,,,,70.127,4.6,0.119,16481.304,109.1260747,3.558398813,3.260814449,1.584997863,1.45244651,32.08216907,29.39917811,1.245188887,1.141055326,2.607448601,2.389390993,12.58699989,33.98400116
2020,Cambodia,KHM,23.03431682,9.244724137,67.72095765,5.28458023,2.9,3.002350092,,,,70.059,4.9,0.172,16725.486,111.1567104,3.73061149,3.356172991,1.690441962,1.52077365,33.63904825,30.26272381,1.278911354,1.150548041,2.699854765,2.428872496,12.58699989,33.98400116
2021,Cambodia,KHM,23.03431682,9.244724137,67.72095765,5.51976061,7.3,3.011626482,,,,69.301,5,0.396,16974.313,123.3399813,3.762643504,3.050627595,1.715563398,1.390922376,33.79808379,27.40237467,1.265308339,1.025870384,2.753528754,2.232470547,12.58699989,33.98400116
